   1.0000000e+00   2.6137867e+00   2.1989871e+00   2.8347992e+00   2.2480398e+00   9.3377509e+00   7.3545342e+00   1.2127305e+01   1.2446012e+00   6.4541135e-01
   1.0000000e+00   2.7664834e+00   2.1747582e+00   1.1496399e+00   1.5629795e+00   1.6749868e+01   2.9044651e+00   1.3882159e+00   1.6288700e+00   5.3460925e-01
   1.0000000e+00   1.6616460e+00   2.4946401e+00   1.3209498e+00   2.8449305e+00   2.0085731e+01   9.2665262e+00   1.0155658e+01   3.2270137e+00   6.3288985e-01
   1.0000000e+00   2.7217010e+00   2.0916155e+00   2.9547818e+00   1.6277999e+00   1.0654116e+00   6.5319232e+00   4.9928923e+00   1.1637453e+01   1.5437188e-02
   1.0000000e+00   1.9798029e+00   2.6294867e+00   1.4921729e+00   2.5682590e+00   5.0128689e+00   1.4225261e+01   3.2740857e+00   1.2304240e+01   2.1922682e-01
   1.0000000e+00   2.4372880e+00   1.6521826e+00   2.4450911e+00   2.5212483e+00   2.3332909e+01   9.2708527e+00   1.3410918e+01   9.8469734e+00   8.0769805e-01
   1.0000000e+00   1.7162031e+00   2.5654657e+00   2.1842376e+00   2.1991619e+00   9.3175539e+00   8.7469645e+00   2.3321818e+01   9.5833288e+00   5.3210322e-01
   1.0000000e+00   2.9014022e+00   1.9436674e+00   1.4733349e+00   2.3299417e+00   5.1671550e+00   7.3303274e+00   7.0896518e+00   2.3748514e+01   4.7795433e-01
   1.0000000e+00   1.9127638e+00   2.9798951e+00   1.4063976e+00   1.4010525e+00   9.9653847e+00   2.0730998e+00   1.8316914e+01   1.2041116e+00   4.9186051e-03
   1.0000000e+00   2.0998024e+00   2.9487464e+00   1.3596281e+00   1.9663632e+00   3.5532995e+00   1.9727478e+00   4.0459800e+00   2.0790580e+01   3.9958877e-01
   1.0000000e+00   2.7208991e+00   2.8088292e+00   2.4924862e+00   2.8866014e+00   1.7858446e+01   1.3473833e+01   6.2649558e+00   1.1980978e+01   1.2893468e-01
   1.0000000e+00   1.3564750e+00   1.1934418e+00   2.3229675e+00   2.1761327e+00   5.6122487e+00   4.7312479e+00   1.5323308e+01   9.1575104e+00   1.2235024e-01
   1.0000000e+00   2.5709769e+00   1.4738140e+00   2.7612039e+00   2.3689644e+00   9.9575299e+00   7.1692813e+00   3.4275880e+00   1.0155325e+01   4.7174268e-01
   1.0000000e+00   1.8839557e+00   2.6803632e+00   1.6046816e+00   1.1372196e+00   1.0475423e+00   2.1814377e+00   4.6595053e+00   1.9435930e+01   1.7112473e-02
   1.0000000e+00   1.3413846e+00   1.0500663e+00   1.2155288e+00   1.7258868e+00   1.3635368e+01   2.3776513e+00   8.2220782e+00   6.2974398e+00   6.2037685e-01
   1.0000000e+00   1.3816966e+00   1.8472631e+00   1.7753365e+00   1.4423363e+00   3.3859571e+00   2.3168704e+01   1.6300541e+01   2.3075358e+01   1.1368073e-01
   1.0000000e+00   2.9094136e+00   2.3043244e+00   2.1399019e+00   2.4886154e+00   2.2375079e+01   8.8052973e+00   1.1515999e+01   4.8291394e+00   8.2672221e-01
   1.0000000e+00   2.8477611e+00   2.7811256e+00   1.9469548e+00   2.6497544e+00   6.2349041e+00   2.1228382e+01   4.0777588e+00   2.3383627e+00   6.5779786e-01
   1.0000000e+00   1.5795584e+00   1.4245220e+00   1.4826294e+00   2.0219030e+00   1.6077499e+01   9.4785055e+00   1.9491375e+01   1.5627263e+00   7.7222616e-01
   1.0000000e+00   2.1882117e+00   2.0381851e+00   2.9115168e+00   1.9513464e+00   1.6423210e+01   2.2289971e+00   2.4102328e+00   2.0324073e+01   9.1415593e-01
   1.0000000e+00   1.3199917e+00   1.3316564e+00   2.9265584e+00   1.3248173e+00   2.0088304e+01   2.3674491e+01   2.7606258e+00   4.7338028e+00   2.5092698e-01
   1.0000000e+00   1.1691936e+00   2.2021073e+00   1.1086523e+00   2.4747080e+00   2.0748810e+00   1.0148171e+01   2.2935845e+01   2.6138894e+00   6.6888048e-01
   1.0000000e+00   1.9686524e+00   1.8351591e+00   2.5199768e+00   2.7873869e+00   4.8416190e+00   1.2639044e+01   2.2332696e+01   1.9499130e+01   6.0639459e-01
   1.0000000e+00   1.8530403e+00   1.5623999e+00   2.0514963e+00   2.9231495e+00   8.4078139e+00   1.4088185e+00   2.7312364e+00   1.4327196e+01   6.4178257e-01
   1.0000000e+00   2.0666163e+00   1.8223827e+00   2.7283419e+00   2.4023314e+00   1.3628995e+01   7.5307098e+00   8.1475112e+00   1.0139137e+01   4.8932680e-01
   1.0000000e+00   2.7259203e+00   2.4951166e+00   1.1811438e+00   1.9471415e+00   4.1224012e+00   9.6355145e+00   2.4239647e+01   5.3247857e+00   4.1728158e-01
   1.0000000e+00   2.9020796e+00   1.6643788e+00   2.3780549e+00   1.1775566e+00   1.4475021e+01   4.1697198e+00   1.5268020e+00   2.4506905e+01   8.2226234e-01
   1.0000000e+00   1.6212911e+00   2.4342546e+00   1.8692035e+00   1.1736311e+00   1.3162386e+01   7.4115593e+00   9.9836594e+00   1.0144218e+01   6.1209007e-01
   1.0000000e+00   1.1934926e+00   1.0824842e+00   1.5490084e+00   1.4042789e+00   2.9860912e+00   1.1093639e+01   1.9269458e+01   1.9793260e+01   6.6987878e-01
