   2.1539557e+00   2.5869693e+00
   2.7507775e+00   1.0717583e+00
   2.2171309e+00   1.3827178e+00
   1.5033192e+00   2.9549111e+00
   1.5922598e+00   2.9215946e+00
   2.0658451e+00   2.1131833e+00
   2.9241564e+00   2.2921814e+00
   1.3689912e+00   1.5441860e+00
   2.0197968e+00   2.9041822e+00
   1.6875762e+00   2.3395496e+00
   2.5394507e+00   2.3336160e+00
   2.6057330e+00   1.0222067e+00
   1.8491198e+00   2.7059397e+00
   1.4082450e+00   2.5566524e+00
   1.1341789e+00   2.3698480e+00
   1.3972965e+00   2.4815636e+00
   1.5448017e+00   1.3131448e+00
   2.1975778e+00   2.4375501e+00
   2.7461670e+00   1.1936368e+00
   1.2564619e+00   2.4138989e+00
   2.9163775e+00   1.0052636e+00
   2.3663417e+00   2.5524116e+00
   2.4839285e+00   1.9831144e+00
   2.9657616e+00   1.4087737e+00
   1.8322015e+00   2.4584932e+00
   2.0631669e+00   1.6313083e+00
   2.3584259e+00   2.7676352e+00
   2.0257503e+00   1.3604671e+00
   1.5982247e+00   2.8771013e+00
   1.2107693e+00   2.9415003e+00
   1.5698643e+00   1.6089705e+00
   2.5377057e+00   2.7249728e+00
   2.2815654e+00   2.6843582e+00
   2.6026614e+00   1.8492254e+00
   2.0342411e+00   1.7273688e+00
   1.4642000e+00   1.5648749e+00
   2.2559239e+00   2.9864736e+00
   1.6080110e+00   1.5115021e+00
   1.0590575e+00   2.8413512e+00
   2.8066624e+00   1.8566704e+00
   1.8407391e+00   2.8708540e+00
   1.8522616e+00   2.6776897e+00
   2.4825035e+00   1.3115547e+00
   2.8969168e+00   2.1485667e+00
   1.1450311e+00   2.3470060e+00
   1.3454022e+00   1.8116408e+00
   1.6447150e+00   1.0097541e+00
   1.4968485e+00   1.6506627e+00
   1.9909900e+00   2.6778899e+00
   2.6489192e+00   1.1256480e+00
   2.7079448e+00   1.2108395e+00
   2.1916599e+00   2.4035747e+00
   1.4803475e+00   2.0283165e+00
   1.3729854e+00   1.9963336e+00
   2.4867810e+00   1.7472194e+00
   1.4744281e+00   2.2070272e+00
   2.0789818e+00   2.7029375e+00
   2.4985616e+00   1.5538461e+00
   1.4564982e+00   2.6895227e+00
   1.3490024e+00   1.8332383e+00
   1.0794714e+00   2.0019680e+00
   1.2951377e+00   2.4592468e+00
   2.7028778e+00   1.5174434e+00
   1.2092718e+00   2.8432738e+00
   1.4472901e+00   2.4041389e+00
   1.0655144e+00   2.2378608e+00
   2.3527133e+00   1.5460177e+00
   1.4634063e+00   2.3916969e+00
   1.8271834e+00   1.5144295e+00
   1.2786023e+00   2.6329053e+00
   1.7544346e+00   1.0229449e+00
   1.8488749e+00   1.3330753e+00
   1.9459299e+00   2.1156580e+00
   1.8456836e+00   2.4245620e+00
   1.2055131e+00   1.9849613e+00
   2.5451605e+00   2.7556190e+00
   1.2744120e+00   2.9517399e+00
   1.8485847e+00   1.9285541e+00
