   3.3637174e+00   2.7278484e+00
   5.9567675e+00   7.7264802e+00
   1.0004576e+00   6.2670889e+00
   2.5749502e+00   6.3769592e+00
   1.6731727e+00   3.7595583e+00
   1.4034600e+00   2.0207447e+00
   1.8838123e+00   1.1727810e+00
   2.8598918e+00   2.7016103e+00
   3.2167676e+00   1.1539601e+00
   4.3165608e+00   5.7011630e+00
   3.3796742e+00   5.4788768e+00
   5.6189811e+00   3.4631110e+00
   1.9850119e+00   6.4291556e+00
   7.5968307e+00   4.2932544e+00
   1.1125507e+00   1.1657950e+00
   5.4799768e+00   1.6118492e+00
   3.3657924e+00   1.9233052e+00
   4.4832966e+00   2.7933360e+00
   1.6403817e+00   1.2201984e+00
   1.9493828e+00   4.8851324e+00
   6.7677457e+00   4.0970701e+00
   8.6231682e+00   4.9948765e+00
   2.6466356e+00   3.4771478e+00
   5.6865329e+00   7.2651862e+00
   7.5777884e+00   3.6409147e+00
   7.7797110e+00   1.0625632e+00
   1.3691069e+00   7.5412646e+00
   1.1623202e+00   5.3472081e+00
   1.7946912e+00   7.0013482e+00
   7.5971070e+00   8.4306107e+00
   1.4320757e+00   1.2140178e+00
   3.3937570e+00   2.1613226e+00
   8.5017675e+00   1.2694233e+00
   4.2697220e+00   3.3978130e+00
   5.6822842e+00   7.4401198e+00
   2.6602630e+00   1.3531458e+00
   5.6311378e+00   3.7877875e+00
   7.1249027e+00   1.5652167e+00
   1.0744910e+00   6.4809510e+00
   6.2514432e+00   7.1976536e+00
   8.8668294e+00   1.1806602e+00
   6.2316700e+00   3.8922614e+00
   2.4363713e+00   2.1869148e+00
   6.6489647e+00   8.4387203e+00
   1.4555265e+00   8.3393037e+00
   3.5940085e+00   4.9633958e+00
   7.9365652e+00   8.6846604e+00
   2.5192937e+00   2.8551628e+00
   2.4823599e+00   7.8159465e+00
   1.5877440e+00   3.4938711e+00
   1.0789681e+00   2.1656927e+00
   5.5586129e+00   8.3039409e+00
   2.0256583e+00   5.6094896e+00
   2.3442468e+00   1.2765004e+00
   3.9328693e+00   7.5122572e+00
   1.2248404e+00   5.7732584e+00
   4.6149145e+00   4.8834536e+00
   1.6730314e+00   6.0749916e+00
   4.7463462e+00   2.2706816e+00
   5.7576805e+00   4.8443038e+00
   1.4512271e+00   6.9128944e+00
   3.3419934e+00   1.2281678e+00
   5.7063669e+00   1.5901748e+00
   3.3428949e+00   7.2086430e+00
   1.2097952e+00   5.0027899e+00
   4.2923255e+00   4.2542182e+00
   5.4176719e+00   2.2397561e+00
   4.1199996e+00   2.5285998e+00
   8.3474160e+00   7.5370692e+00
   4.7224074e+00   3.3978724e+00
   7.8781477e+00   1.2743261e+00
   1.6254960e+00   7.8062691e+00
   1.6346970e+00   1.9789784e+00
